      0.0000      0.9134      0.9503
      0.2500      0.7201      0.7634
      0.5000      0.7032      0.6987
      0.7500      0.6864      0.6673
      1.0000      0.5465      0.6493
      1.2500      0.5823      0.6379
      1.5000      0.7053      0.6301
      1.7500      0.6829      0.6263
      2.0000      0.7078      0.6237
      2.2500      0.6610      0.6214
      2.5000      0.7098      0.6197
      2.7500      0.6410      0.6193
      3.0000      0.6326      0.6197
      3.2500      0.6403      0.6197
      3.5000      0.5897      0.6200
      3.7500      0.4283      0.6200
      4.0000      0.6467      0.6189
      4.2500      0.6275      0.6182
      4.5000      0.6269      0.6175
      4.7500      0.7114      0.6190
      5.0000      0.6121      0.6198
      5.2500      0.6810      0.6174
      5.5000      0.6135      0.6152
      5.7500      0.5963      0.6142
      6.0000      0.5732      0.6137
      6.2500      0.7544      0.6135
      6.5000      0.7635      0.6153
      6.7500      0.6117      0.6168
      7.0000      0.5664      0.6165
      7.2500      0.5479      0.6157
      7.5000      0.5519      0.6154
      7.7500      0.5692      0.6158
      8.0000      0.6708      0.6163
      8.2500      0.6984      0.6171
      8.5000      0.6802      0.6179
      8.7500      0.6568      0.6195
      9.0000      0.6850      0.6200
      9.2500      0.7559      0.6195
      9.5000      0.5962      0.6192
      9.7500      0.5829      0.6190
     10.0000      0.5605      0.6176
     10.2500      0.6266      0.6169
     10.5000      0.5074      0.6184
     10.7500      0.4407      0.6186
     11.0000      0.5417      0.6176
     11.2500      0.7070      0.6176
     11.5000      0.6826      0.6179
     11.7500      0.5845      0.6190
     12.0000      0.6751      0.6208
     12.2500      0.6105      0.6234
     12.5000      0.5345      0.6256
     12.7500      0.6059      0.6263
     13.0000      0.6124      0.6246
     13.2500      0.5968      0.6219
     13.5000      0.5432      0.6191
     13.7500      0.5545      0.6165
     14.0000      0.7206      0.6166
     14.2500      0.6925      0.6182
     14.5000      0.5417      0.6190
     14.7500      0.6349      0.6186
     15.0000      0.5136      0.6192
     15.2500      0.6198      0.6185
     15.5000      0.5128      0.6167
     15.7500      0.6172      0.6178
     16.0000      0.5636      0.6209
     16.2500      0.5972      0.6234
     16.5000      0.6935      0.6248
     16.7500      0.6353      0.6247
     17.0000      0.5880      0.6245
     17.2500      0.7741      0.6237
     17.5000      0.6063      0.6238
     17.7500      0.6338      0.6249
     18.0000      0.7295      0.6245
     18.2500      0.6678      0.6225
     18.5000      0.7237      0.6216
     18.7500      0.6445      0.6207
     19.0000      0.6186      0.6190
     19.2500      0.6146      0.6175
     19.5000      0.6369      0.6180
     19.7500      0.6229      0.6190
     20.0000      0.6848      0.6199
     20.2500      0.7998      0.6201
     20.5000      0.6860      0.6202
     20.7500      0.5416      0.6191
     21.0000      0.5775      0.6177
     21.2500      0.5744      0.6163
     21.5000      0.7313      0.6146
     21.7500      0.6355      0.6139
     22.0000      0.6337      0.6143
     22.2500      0.6429      0.6156
     22.5000      0.6844      0.6170
     22.7500      0.7058      0.6168
     23.0000      0.6209      0.6152
     23.2500      0.4868      0.6160
     23.5000      0.6664      0.6192
     23.7500      0.6000      0.6233
     24.0000      0.5537      0.6249
     24.2500      0.5728      0.6234
     24.5000      0.6202      0.6211
     24.7500      0.6338      0.6196
     25.0000      0.6336      0.6208
     25.2500      0.6522      0.6229
     25.5000      0.6003      0.6241
     25.7500      0.5555      0.6238
     26.0000      0.5103      0.6223
     26.2500      0.5191      0.6198
     26.5000      0.7141      0.6181
     26.7500      0.5812      0.6180
     27.0000      0.6217      0.6184
     27.2500      0.6396      0.6193
     27.5000      0.6823      0.6196
     27.7500      0.7202      0.6192
     28.0000      0.7102      0.6182
     28.2500      0.5550      0.6172
     28.5000      0.6096      0.6181
     28.7500      0.6278      0.6196
     29.0000      0.6571      0.6209
     29.2500      0.6427      0.6229
     29.5000      0.5654      0.6266
     29.7500      0.5240      0.6287
     30.0000      0.4629      0.6262
     30.2500      0.5224      0.6220
     30.5000      0.5527      0.6187
     30.7500      0.5685      0.6179
     31.0000      0.5249      0.6176
     31.2500      0.6926      0.6177
     31.5000      0.5792      0.6186
     31.7500      0.5923      0.6191
     32.0000      0.5957      0.6177
     32.2500      0.7361      0.6160
     32.5000      0.6157      0.6152
