      0.0000      0.1746      0.1945
      0.2500      0.1387      0.1529
      0.5000      0.1297      0.1378
      0.7500      0.1393      0.1305
      1.0000      0.1682      0.1263
      1.2500      0.1464      0.1237
      1.5000      0.1782      0.1220
      1.7500      0.1553      0.1208
      2.0000      0.1667      0.1199
      2.2500      0.1975      0.1193
      2.5000      0.1769      0.1188
      2.7500      0.1681      0.1184
      3.0000      0.2104      0.1180
      3.2500      0.1681      0.1177
      3.5000      0.2315      0.1174
      3.7500      0.2444      0.1171
      4.0000      0.1654      0.1170
      4.2500      0.1536      0.1171
      4.5000      0.1682      0.1173
      4.7500      0.1896      0.1175
      5.0000      0.1733      0.1177
      5.2500      0.2091      0.1177
      5.5000      0.1676      0.1177
      5.7500      0.1888      0.1175
      6.0000      0.1631      0.1173
      6.2500      0.1668      0.1171
      6.5000      0.1505      0.1168
      6.7500      0.1894      0.1167
      7.0000      0.2435      0.1166
      7.2500      0.2719      0.1168
      7.5000      0.2869      0.1170
      7.7500      0.3020      0.1172
      8.0000      0.2837      0.1174
      8.2500      0.2762      0.1174
      8.5000      0.2350      0.1172
      8.7500      0.2023      0.1170
      9.0000      0.1941      0.1167
      9.2500      0.1909      0.1164
      9.5000      0.2160      0.1162
      9.7500      0.2122      0.1161
     10.0000      0.1731      0.1162
     10.2500      0.1865      0.1164
     10.5000      0.2454      0.1167
     10.7500      0.2067      0.1170
     11.0000      0.2090      0.1173
     11.2500      0.1931      0.1174
     11.5000      0.2249      0.1173
     11.7500      0.1718      0.1171
     12.0000      0.1844      0.1168
     12.2500      0.2060      0.1165
     12.5000      0.1407      0.1162
     12.7500      0.1556      0.1161
     13.0000      0.1788      0.1162
     13.2500      0.1965      0.1164
     13.5000      0.2145      0.1168
     13.7500      0.1822      0.1171
     14.0000      0.1489      0.1172
     14.2500      0.1658      0.1172
     14.5000      0.1529      0.1171
     14.7500      0.2241      0.1169
     15.0000      0.1952      0.1167
     15.2500      0.1476      0.1166
     15.5000      0.1250      0.1164
     15.7500      0.1170      0.1164
     16.0000      0.1666      0.1165
     16.2500      0.1757      0.1167
     16.5000      0.2467      0.1170
     16.7500      0.2491      0.1172
     17.0000      0.2164      0.1173
     17.2500      0.2119      0.1172
     17.5000      0.2390      0.1171
     17.7500      0.2228      0.1169
     18.0000      0.1585      0.1166
     18.2500      0.1679      0.1164
     18.5000      0.2080      0.1164
     18.7500      0.2145      0.1164
     19.0000      0.2028      0.1166
     19.2500      0.2650      0.1168
     19.5000      0.2457      0.1172
     19.7500      0.2046      0.1174
     20.0000      0.2287      0.1174
     20.2500      0.2139      0.1174
     20.5000      0.2549      0.1172
     20.7500      0.2065      0.1170
     21.0000      0.2098      0.1166
     21.2500      0.2152      0.1164
     21.5000      0.1947      0.1164
     21.7500      0.1637      0.1164
     22.0000      0.1484      0.1167
     22.2500      0.1620      0.1170
     22.5000      0.1635      0.1173
     22.7500      0.1741      0.1175
     23.0000      0.1206      0.1175
     23.2500      0.2204      0.1173
     23.5000      0.1592      0.1171
     23.7500      0.1835      0.1169
     24.0000      0.2033      0.1167
     24.2500      0.2175      0.1165
     24.5000      0.1770      0.1164
     24.7500      0.1617      0.1164
     25.0000      0.2743      0.1166
     25.2500      0.2459      0.1169
     25.5000      0.2848      0.1171
     25.7500      0.2592      0.1172
     26.0000      0.2081      0.1172
     26.2500      0.1677      0.1170
     26.5000      0.1400      0.1167
     26.7500      0.1396      0.1165
     27.0000      0.1326      0.1164
     27.2500      0.1695      0.1164
     27.5000      0.1302      0.1165
     27.7500      0.1236      0.1167
     28.0000      0.1665      0.1171
     28.2500      0.1571      0.1174
     28.5000      0.1611      0.1175
     28.7500      0.1908      0.1176
